Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Unnamed: 32,Att.,Md..2
23.0,Toronto Raptors,27.0,33.0,49.0,33.0,49.0,-2.82,0.28,-2.54,107.0,110.0,-3.0,92.0,0.279,0.193,0.542,,0.494,12.8,24.0,0.23,,0.511,12.6,73.7,0.202,,Air Canada Centre,769707.0,18773.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Golden State Warriors,25.0,29.0,53.0,31.0,51.0,-3.74,-0.06,-3.8,109.5,113.3,-3.8,98.2,0.339,0.209,0.549,,0.497,12.9,26.1,0.268,,0.508,12.9,68.1,0.251,,Oracle Arena,776660.0,18943.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Minnesota Timberwolves,25.4,24.0,58.0,27.0,55.0,-4.91,0.18,-4.74,106.1,111.4,-5.3,91.6,0.289,0.227,0.526,,0.481,13.3,27.7,0.222,,0.515,12.0,75.0,0.254,,Target Center,595013.0,14513.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Memphis Grizzlies,23.3,24.0,58.0,26.0,56.0,-5.46,0.24,-5.23,103.5,109.5,-6.0,90.1,0.329,0.175,0.533,,0.486,14.8,25.8,0.249,,0.515,14.1,73.5,0.247,,FedEx Forum,519895.0,12680.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Oklahoma City Thunder,24.5,23.0,59.0,24.0,58.0,-6.1,0.06,-6.04,102.9,109.4,-6.5,93.6,0.308,0.141,0.521,,0.471,14.8,28.6,0.242,,0.514,13.0,73.9,0.216,,Ford Center,766868.0,18704.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Washington Wizards,26.9,19.0,63.0,21.0,61.0,-7.46,0.48,-6.98,105.4,113.6,-8.2,91.0,0.293,0.18,0.524,,0.48,13.2,27.7,0.224,,0.533,13.3,71.4,0.227,,Verizon Center,681119.0,16613.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Sacramento Kings,26.3,17.0,65.0,19.0,63.0,-8.76,0.16,-8.6,105.5,114.7,-9.2,94.2,0.315,0.238,0.542,,0.491,14.3,24.5,0.252,,0.526,13.0,69.9,0.269,,ARCO Arena (II),520169.0,12687.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Los Angeles Clippers,26.6,19.0,63.0,18.0,64.0,-8.77,0.3,-8.47,102.3,111.7,-9.4,92.1,0.275,0.226,0.52,,0.481,14.0,25.1,0.202,,0.512,12.4,71.2,0.227,,STAPLES Center,663587.0,16185.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,26.8,,,41.0,41.0,0.0,0.0,0.0,108.3,108.3,,91.7,0.306,0.224,0.544,,0.5,13.3,26.7,0.236,,0.5,13.3,73.3,0.236,,,718309.0,17520.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Atlanta Hawks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19705.0,0.454,12.8,,0.774,0.295,0.142,0.097,0.24,0.226,,0.484,0.615,0.43,0.371,0.401,0.353,,0.512,0.83,,0.05,300.0,,0.248,926.0,,0.237,0.364,,,
2.0,Boston Celtics*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19880.0,0.431,12.8,,0.774,0.304,0.122,0.12,0.228,0.226,,0.454,0.58,0.393,0.393,0.352,0.349,,0.501,0.832,,0.046,269.0,,0.245,834.0,,0.254,0.388,,,
3.0,Charlotte Bobcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19930.0,0.454,12.4,,0.76,0.328,0.115,0.1,0.216,0.24,,0.482,0.579,0.406,0.414,0.407,0.366,,0.481,0.869,,0.05,279.0,,0.258,867.0,,0.315,0.348,,,
4.0,Chicago Bulls*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19930.0,0.458,11.8,,0.796,0.354,0.1,0.116,0.227,0.204,,0.486,0.588,0.422,0.403,0.397,0.347,,0.494,0.846,,0.056,353.0,,0.275,1012.0,,0.26,0.42,,,
5.0,Cleveland Cavaliers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19780.0,0.431,12.5,,0.775,0.322,0.115,0.113,0.226,0.225,,0.459,0.577,0.393,0.363,0.372,0.333,,0.502,0.867,,0.052,302.0,,0.252,853.0,,0.281,0.361,,,
6.0,Dallas Mavericks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.455,12.4,,0.796,0.298,0.129,0.12,0.248,0.204,,0.475,0.585,0.426,0.387,0.413,0.375,,0.466,0.814,,0.043,260.0,,0.241,873.0,,0.239,0.403,,,
7.0,Denver Nuggets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19730.0,0.44,12.6,,0.756,0.313,0.125,0.095,0.223,0.244,,0.464,0.574,0.406,0.381,0.379,0.366,,0.521,0.87,,0.046,286.0,,0.246,863.0,,0.286,0.379,,,
8.0,Detroit Pistons*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19905.0,0.451,12.3,,0.808,0.316,0.105,0.127,0.259,0.192,,0.474,0.609,0.394,0.392,0.381,0.354,,0.523,0.862,,0.045,260.0,,0.253,912.0,,0.245,0.382,,,
9.0,Golden State Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19880.0,0.468,11.6,,0.789,0.331,0.163,0.105,0.191,0.211,,0.491,0.623,0.372,0.394,0.417,0.38,,0.523,0.869,,0.064,428.0,,0.251,1025.0,,0.282,0.392,,,
10.0,Houston Rockets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.444,12.4,,0.807,0.292,0.129,0.131,0.254,0.193,,0.465,0.581,0.402,0.387,0.403,0.357,,0.489,0.828,,0.046,277.0,,0.232,834.0,,0.221,0.38,,,
11.0,Indiana Pacers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19830.0,0.458,13.1,,0.779,0.272,0.123,0.127,0.257,0.221,,0.481,0.606,0.416,0.416,0.413,0.375,,0.486,0.844,,0.046,287.0,,0.224,854.0,,0.321,0.368,,,
12.0,Los Angeles Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19880.0,0.473,11.8,,0.79,0.346,0.115,0.103,0.226,0.21,,0.499,0.599,0.433,0.446,0.404,0.375,,0.552,0.879,,0.063,387.0,,0.261,952.0,,0.277,0.406,,,
13.0,Los Angeles Lakers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19780.0,0.447,12.4,,0.751,0.339,0.096,0.1,0.216,0.249,,0.481,0.597,0.395,0.372,0.386,0.345,,0.547,0.865,,0.059,372.0,,0.263,952.0,,0.321,0.38,,,
14.0,Memphis Grizzlies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.473,12.4,,0.763,0.327,0.122,0.1,0.213,0.237,,0.51,0.64,0.389,0.403,0.43,0.355,,0.511,0.869,,0.061,360.0,,0.254,934.0,,0.26,0.402,,,
15.0,Miami Heat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19955.0,0.455,12.3,,0.763,0.306,0.143,0.109,0.205,0.237,,0.476,0.603,0.402,0.383,0.388,0.389,,0.485,0.875,,0.05,289.0,,0.236,832.0,,0.307,0.448,,,
16.0,Milwaukee Bucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19780.0,0.458,12.5,,0.762,0.315,0.105,0.133,0.208,0.238,,0.483,0.608,0.422,0.386,0.386,0.378,,0.533,0.906,,0.043,249.0,,0.256,901.0,,0.324,0.422,,,
17.0,Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.474,12.6,,0.784,0.293,0.132,0.114,0.245,0.216,,0.5,0.627,0.438,0.391,0.434,0.377,,0.508,0.856,,0.044,271.0,,0.233,882.0,,0.22,0.394,,,
18.0,New Jersey Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19830.0,0.462,12.5,,0.759,0.332,0.102,0.097,0.228,0.241,,0.485,0.603,0.409,0.345,0.408,0.391,,0.536,0.885,,0.053,301.0,,0.266,941.0,,0.259,0.45,,,
19.0,New Orleans Hornets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19755.0,0.45,13.0,,0.743,0.307,0.1,0.111,0.226,0.257,,0.484,0.606,0.42,0.365,0.405,0.354,,0.501,0.883,,0.046,278.0,,0.246,847.0,,0.266,0.381,,,
20.0,New York Knicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.48,12.1,,0.769,0.324,0.133,0.1,0.213,0.231,,0.518,0.628,0.441,0.421,0.445,0.351,,0.462,0.834,,0.048,322.0,,0.252,1045.0,,0.266,0.37,,,
21.0,Oklahoma City Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.475,11.3,,0.788,0.356,0.128,0.106,0.198,0.212,,0.505,0.594,0.429,0.409,0.446,0.364,,0.491,0.84,,0.06,373.0,,0.278,993.0,,0.274,0.375,,,
22.0,Orlando Magic*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19730.0,0.433,12.8,,0.809,0.281,0.117,0.141,0.269,0.191,,0.454,0.561,0.388,0.383,0.408,0.342,,0.447,0.84,,0.037,232.0,,0.23,808.0,,0.223,0.429,,,
23.0,Philadelphia 76ers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19755.0,0.462,12.4,,0.754,0.335,0.11,0.106,0.203,0.246,,0.493,0.582,0.464,0.403,0.408,0.367,,0.535,0.868,,0.05,301.0,,0.268,910.0,,0.285,0.389,,,
24.0,Phoenix Suns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19755.0,0.467,13.1,,0.767,0.264,0.141,0.123,0.239,0.233,,0.492,0.626,0.41,0.426,0.427,0.383,,0.463,0.819,,0.049,321.0,,0.201,799.0,,0.246,0.408,,,
25.0,Portland Trail Blazers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19830.0,0.46,12.0,,0.794,0.321,0.135,0.1,0.238,0.206,,0.482,0.591,0.391,0.409,0.418,0.374,,0.483,0.873,,0.053,290.0,,0.247,846.0,,0.281,0.369,,,
26.0,Sacramento Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19905.0,0.483,11.6,,0.789,0.326,0.154,0.104,0.206,0.211,,0.504,0.634,0.424,0.391,0.414,0.406,,0.486,0.833,,0.066,405.0,,0.246,964.0,,0.287,0.424,,,
27.0,San Antonio Spurs*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19905.0,0.453,12.2,,0.82,0.274,0.163,0.147,0.237,0.18,,0.469,0.573,0.408,0.414,0.424,0.379,,0.441,0.819,,0.038,227.0,,0.225,777.0,,0.236,0.387,,,
28.0,Toronto Raptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.465,12.8,,0.749,0.313,0.11,0.097,0.228,0.251,,0.498,0.611,0.44,0.379,0.42,0.367,,0.519,0.903,,0.056,347.0,,0.238,892.0,,0.298,0.413,,,
29.0,Utah Jazz*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19880.0,0.464,11.9,,0.773,0.337,0.137,0.093,0.206,0.227,,0.494,0.613,0.429,0.372,0.397,0.361,,0.478,0.848,,0.06,357.0,,0.255,921.0,,0.283,0.368,,,
30.0,Washington Wizards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19705.0,0.482,13.0,,0.735,0.312,0.113,0.085,0.226,0.265,,0.516,0.653,0.377,0.436,0.427,0.387,,0.564,0.907,,0.06,379.0,,0.235,901.0,,0.309,0.449,,,
,League Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19822.0,0.459,12.4,,0.776,0.314,0.124,0.111,0.227,0.224,,0.485,0.602,0.412,0.395,0.407,0.367,,0.501,0.859,,0.051,312.0,,0.247,898.0,,0.274,0.395,,,
1.0,Atlanta Hawks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19730.0,0.442,11.7,,0.837,0.265,0.172,0.204,0.195,0.163,,0.457,0.618,0.333,0.395,0.412,0.367,,0.557,0.833,,0.031,181.0,,,,,0.249,0.409,,,
2.0,Boston Celtics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19830.0,0.459,12.6,,0.817,0.278,0.138,0.142,0.258,0.183,,0.48,0.632,0.365,0.416,0.412,0.368,,0.599,0.893,,0.041,250.0,,,,,0.217,0.421,,,
3.0,Charlotte Hornets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19880.0,0.426,11.8,,0.834,0.284,0.155,0.164,0.231,0.166,,0.439,0.574,0.369,0.351,0.382,0.36,,0.592,0.877,,0.029,164.0,,,,,0.232,0.363,,,
4.0,Chicago Bulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19855.0,0.472,11.5,,0.846,0.327,0.127,0.151,0.242,0.154,,0.493,0.634,0.348,0.416,0.427,0.356,,0.618,0.864,,0.042,241.0,,,,,0.206,0.42,,,
5.0,Cleveland Cavaliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19830.0,0.445,12.0,,0.825,0.272,0.162,0.168,0.222,0.175,,0.462,0.626,0.323,0.397,0.41,0.365,,0.603,0.874,,0.039,223.0,,,,,0.301,0.374,,,
6.0,Dallas Mavericks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19805.0,0.439,11.2,,0.83,0.321,0.149,0.153,0.207,0.17,,0.46,0.596,0.341,0.369,0.403,0.334,,0.567,0.861,,0.043,255.0,,,,,0.245,0.38,,,
7.0,Denver Nuggets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19780.0,0.446,11.8,,0.831,0.282,0.187,0.119,0.244,0.169,,0.464,0.624,0.362,0.382,0.397,0.356,,0.633,0.851,,0.044,271.0,,,,,0.255,0.379,,,
8.0,Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19855.0,0.434,12.4,,0.821,0.273,0.13,0.171,0.246,0.179,,0.453,0.577,0.361,0.396,0.405,0.348,,0.586,0.857,,0.034,201.0,,,,,0.233,0.357,,,
9.0,Golden State Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19780.0,0.472,11.2,,0.828,0.295,0.189,0.138,0.206,0.172,,0.491,0.686,0.353,0.385,0.408,0.379,,0.607,0.868,,0.051,305.0,,,,,0.226,0.405,,,
10.0,Houston Rockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19830.0,0.449,11.9,,0.849,0.259,0.182,0.163,0.246,0.151,,0.465,0.623,0.355,0.44,0.398,0.354,,0.537,0.855,,0.03,186.0,,,,,0.244,0.367,,,
11.0,Indiana Pacers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19980.0,0.423,12.4,,0.832,0.226,0.205,0.154,0.246,0.168,,0.441,0.599,0.355,0.403,0.39,0.336,,0.566,0.812,,0.031,186.0,,,,,0.232,0.323,,,
12.0,Los Angeles Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,20030.0,0.44,11.7,,0.842,0.267,0.189,0.159,0.226,0.158,,0.461,0.625,0.364,0.389,0.399,0.329,,0.565,0.842,,0.036,221.0,,,,,0.222,0.36,,,
13.0,Los Angeles Lakers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19905.0,0.438,12.4,,0.829,0.25,0.161,0.177,0.24,0.171,,0.455,0.627,0.345,0.395,0.394,0.354,,0.518,0.794,,0.031,193.0,,,,,0.189,0.398,,,
14.0,Miami Heat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19880.0,0.431,12.3,,0.826,0.253,0.165,0.174,0.234,0.174,,0.452,0.617,0.421,0.369,0.359,0.331,,0.478,0.839,,0.033,189.0,,,,,0.179,0.359,,,
15.0,Milwaukee Bucks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19780.0,0.439,11.8,,0.812,0.302,0.137,0.169,0.204,0.188,,0.46,0.587,0.378,0.38,0.392,0.352,,0.602,0.9,,0.037,219.0,,,,,0.274,0.404,,,
16.0,Minnesota Timberwolves*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19830.0,0.452,11.2,,0.849,0.307,0.175,0.133,0.234,0.151,,0.47,0.61,0.375,0.372,0.412,0.351,,0.587,0.831,,0.044,258.0,,,,,0.206,0.4,,,
17.0,New Jersey Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19730.0,0.455,12.0,,0.816,0.303,0.136,0.14,0.236,0.184,,0.477,0.59,0.374,0.402,0.435,0.36,,0.587,0.855,,0.035,197.0,,,,,0.26,0.385,,,
18.0,New York Knicks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19905.0,0.417,12.8,,0.794,0.241,0.153,0.174,0.226,0.206,,0.434,0.594,0.357,0.367,0.367,0.352,,0.559,0.867,,0.018,104.0,,,,,0.263,0.396,,,
19.0,Orlando Magic*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19955.0,0.435,11.7,,0.837,0.291,0.148,0.174,0.224,0.163,,0.453,0.608,0.357,0.382,0.371,0.346,,0.597,0.883,,0.04,237.0,,,,,0.256,0.406,,,
20.0,Philadelphia 76ers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19855.0,0.429,12.5,,0.814,0.231,0.189,0.197,0.197,0.186,,0.448,0.669,0.34,0.317,0.424,0.342,,0.583,0.813,,0.031,183.0,,,,,0.159,0.437,,,
21.0,Phoenix Suns*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19805.0,0.435,11.4,,0.854,0.293,0.162,0.158,0.241,0.146,,0.449,0.599,0.337,0.375,0.392,0.349,,0.561,0.823,,0.039,229.0,,,,,0.231,0.366,,,
22.0,Portland Trail Blazers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19780.0,0.438,12.2,,0.829,0.273,0.161,0.13,0.265,0.171,,0.452,0.612,0.37,0.368,0.38,0.368,,0.586,0.813,,0.031,180.0,,,,,0.212,0.38,,,
23.0,Sacramento Kings*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,20080.0,0.432,12.2,,0.842,0.235,0.206,0.148,0.253,0.158,,0.447,0.631,0.361,0.374,0.389,0.355,,0.55,0.845,,0.031,187.0,,,,,0.28,0.356,,,
24.0,San Antonio Spurs*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19830.0,0.419,11.9,,0.846,0.245,0.188,0.194,0.218,0.154,,0.435,0.574,0.335,0.384,0.412,0.329,,0.541,0.781,,0.032,179.0,,,,,0.261,0.301,,,
25.0,Seattle SuperSonics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19805.0,0.453,12.1,,0.801,0.265,0.179,0.142,0.215,0.199,,0.48,0.66,0.342,0.422,0.41,0.349,,0.595,0.866,,0.042,257.0,,,,,0.252,0.367,,,
26.0,Toronto Raptors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19955.0,0.447,11.6,,0.845,0.29,0.163,0.16,0.232,0.155,,0.463,0.596,0.394,0.39,0.395,0.363,,0.52,0.865,,0.026,158.0,,,,,0.243,0.39,,,
27.0,Utah Jazz*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19780.0,0.439,13.0,,0.803,0.25,0.147,0.136,0.272,0.197,,0.462,0.611,0.364,0.399,0.41,0.343,,0.529,0.9,,0.037,196.0,,,,,0.245,0.394,,,
28.0,Vancouver Grizzlies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19780.0,0.463,11.8,,0.842,0.265,0.191,0.147,0.238,0.158,,0.482,0.687,0.363,0.37,0.417,0.362,,0.584,0.843,,0.041,261.0,,,,,0.267,0.38,,,
29.0,Washington Wizards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19680.0,0.47,11.8,,0.834,0.265,0.2,0.144,0.225,0.166,,0.485,0.685,0.377,0.385,0.409,0.396,,0.572,0.871,,0.036,223.0,,,,,0.269,0.395,,,
,League Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,82.0,19846.0,0.443,12.0,,0.83,0.273,0.168,0.158,0.232,0.17,,0.461,0.619,0.359,0.385,0.4,0.354,,0.572,0.852,,0.036,212.0,,,,,0.239,0.381,,,
1.0,Atlanta Hawks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19880.0,0.451,13.0,,0.691,0.331,0.117,0.092,0.151,0.309,,0.501,0.616,0.349,0.394,0.429,0.341,,0.542,0.879,,0.054,341.0,,0.287,1093.0,,0.234,0.388,,12.0,0.0
2.0,Boston Celtics*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19755.0,0.454,14.2,,0.607,0.296,0.129,0.071,0.111,0.393,,0.515,0.632,0.395,0.417,0.405,0.359,,0.57,0.836,,0.033,211.0,,0.271,1106.0,,0.22,0.41,,20.0,0.0
3.0,Brooklyn Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19755.0,0.444,13.2,,0.629,0.309,0.173,0.077,0.07,0.371,,0.506,0.613,0.418,0.391,0.374,0.338,,0.454,0.851,,0.035,225.0,,0.3,1173.0,,0.215,0.375,,21.0,0.0
4.0,Chicago Bulls*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19780.0,0.444,12.8,,0.744,0.28,0.167,0.117,0.179,0.256,,0.479,0.6,0.449,0.393,0.377,0.34,,0.513,0.875,,0.038,248.0,,0.255,1005.0,,0.288,0.415,,9.0,0.0
5.0,Charlotte Hornets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19830.0,0.442,13.9,,0.665,0.282,0.133,0.099,0.152,0.335,,0.488,0.61,0.4,0.419,0.38,0.351,,0.545,0.795,,0.034,218.0,,0.253,1006.0,,0.133,0.377,,15.0,1.0
6.0,Cleveland Cavaliers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19880.0,0.47,14.4,,0.601,0.284,0.11,0.092,0.115,0.399,,0.528,0.666,0.362,0.427,0.425,0.384,,0.441,0.829,,0.059,381.0,,0.231,944.0,,0.293,0.412,,7.0,0.0
7.0,Dallas Mavericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19780.0,0.44,15.4,,0.634,0.201,0.127,0.116,0.189,0.366,,0.489,0.637,0.444,0.441,0.391,0.355,,0.474,0.813,,0.04,237.0,,0.167,650.0,,0.196,0.371,,17.0,0.0
8.0,Denver Nuggets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19755.0,0.469,12.8,,0.671,0.33,0.156,0.078,0.108,0.329,,0.519,0.626,0.441,0.386,0.397,0.368,,0.526,0.87,,0.053,347.0,,0.283,1156.0,,0.192,0.387,,19.0,0.0
9.0,Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19805.0,0.449,13.1,,0.737,0.25,0.189,0.141,0.157,0.263,,0.492,0.646,0.384,0.445,0.416,0.33,,0.455,0.845,,0.043,283.0,,0.212,905.0,,0.203,0.384,,30.0,1.0
10.0,Golden State Warriors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19780.0,0.495,14.1,,0.641,0.303,0.102,0.107,0.129,0.359,,0.557,0.69,0.408,0.43,0.469,0.383,,0.656,0.832,,0.075,500.0,,0.235,1019.0,,0.208,0.409,,30.0,1.0
11.0,Houston Rockets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19780.0,0.462,14.4,,0.538,0.321,0.125,0.041,0.051,0.462,,0.552,0.667,0.391,0.375,0.373,0.357,,0.546,0.771,,0.076,483.0,,0.269,1146.0,,0.202,0.391,,14.0,0.0
12.0,Indiana Pacers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19855.0,0.465,13.5,,0.728,0.241,0.186,0.107,0.194,0.272,,0.498,0.625,0.464,0.417,0.418,0.376,,0.498,0.838,,0.035,223.0,,0.234,938.0,,0.258,0.403,,18.0,0.0
13.0,Los Angeles Clippers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19755.0,0.475,14.3,,0.671,0.275,0.118,0.081,0.196,0.329,,0.525,0.661,0.419,0.423,0.439,0.375,,0.494,0.786,,0.067,414.0,,0.223,879.0,,0.198,0.423,,17.0,2.0
14.0,Los Angeles Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19705.0,0.45,12.6,,0.705,0.299,0.187,0.103,0.118,0.295,,0.493,0.633,0.397,0.379,0.39,0.346,,0.462,0.771,,0.056,358.0,,0.25,1006.0,,0.217,0.368,,16.0,1.0
15.0,Memphis Grizzlies*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19905.0,0.435,13.5,,0.684,0.288,0.158,0.092,0.144,0.316,,0.473,0.58,0.416,0.385,0.38,0.354,,0.504,0.811,,0.033,203.0,,0.267,979.0,,0.192,0.409,,31.0,0.0
16.0,Miami Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19780.0,0.455,13.0,,0.686,0.29,0.169,0.094,0.131,0.314,,0.496,0.63,0.412,0.387,0.389,0.365,,0.427,0.89,,0.054,350.0,,0.238,927.0,,0.301,0.4,,14.0,0.0
17.0,Milwaukee Bucks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19780.0,0.474,11.9,,0.71,0.351,0.174,0.077,0.108,0.29,,0.516,0.644,0.402,0.377,0.387,0.37,,0.534,0.928,,0.073,448.0,,0.282,1073.0,,0.276,0.388,,12.0,0.0
18.0,Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19805.0,0.467,12.4,,0.751,0.304,0.164,0.097,0.186,0.249,,0.507,0.645,0.437,0.392,0.402,0.349,,0.535,0.884,,0.059,382.0,,0.25,991.0,,0.268,0.393,,11.0,0.0
19.0,New Orleans Pelicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,82.0,19905.0,0.45,13.4,,0.692,0.279,0.17,0.094,0.149,0.308,,0.495,0.627,0.417,0.427,0.38,0.35,,0.503,0.833,,0.048,313.0,,0.243,988.0,,0.219,0.373,,11.0,0.0
