Rk,Team,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Year,Unnamed: 32,Att.,Md..2
17.0,Milwaukee Bucks*,82,19780,0.433,14.8,,0.612,0.239,0.144,0.128,0.101,0.388,,0.479,0.616,0.361,0.408,0.414,0.361,,0.499,0.847,,0.044,296,,0.236,898.0,,0.198,0.413,2019,,,
18.0,Minnesota Timberwolves,82,19830,0.467,13.4,,0.627,0.309,0.15,0.088,0.08,0.373,,0.52,0.657,0.381,0.398,0.387,0.378,,0.527,0.84,,0.063,424,,0.287,1162.0,,0.239,0.409,2019,,,
19.0,New Orleans Pelicans,82,19755,0.466,13.5,,0.637,0.303,0.155,0.089,0.089,0.363,,0.525,0.664,0.4,0.403,0.39,0.364,,0.532,0.817,,0.062,417,,0.289,1230.0,,0.212,0.394,2019,,,
20.0,New York Knicks,82,19780,0.467,13.3,,0.636,0.33,0.135,0.085,0.086,0.364,,0.527,0.65,0.395,0.424,0.364,0.363,,0.526,0.828,,0.062,402,,0.298,1210.0,,0.233,0.402,2019,,,
21.0,Oklahoma City Thunder*,82,19855,0.46,13.1,,0.644,0.331,0.139,0.089,0.084,0.356,,0.517,0.628,0.4,0.411,0.39,0.356,,0.536,0.804,,0.064,403,,0.293,1138.0,,0.242,0.382,2019,,,
22.0,Orlando Magic*,82,19780,0.456,13.6,,0.656,0.271,0.173,0.115,0.097,0.344,,0.513,0.663,0.394,0.4,0.44,0.347,,0.494,0.815,,0.051,318,,0.275,1071.0,,0.189,0.38,2019,,,
23.0,Philadelphia 76ers*,82,19805,0.455,13.2,,0.672,0.292,0.184,0.092,0.104,0.328,,0.511,0.656,0.394,0.413,0.396,0.342,,0.492,0.77,,0.057,385,,0.284,1123.0,,0.171,0.344,2019,,,
24.0,Phoenix Suns,82,19880,0.482,12.7,,0.661,0.341,0.154,0.08,0.085,0.339,,0.538,0.654,0.418,0.399,0.423,0.372,,0.535,0.823,,0.073,479,,0.301,1208.0,,0.201,0.419,2019,,,
25.0,Portland Trail Blazers*,82,19855,0.457,13.3,,0.669,0.299,0.15,0.109,0.111,0.331,,0.505,0.633,0.411,0.39,0.399,0.359,,0.475,0.823,,0.047,312,,0.268,1086.0,,0.175,0.364,2019,,,
26.0,Sacramento Kings,82,19730,0.466,13.6,,0.618,0.296,0.169,0.075,0.078,0.382,,0.54,0.696,0.405,0.394,0.381,0.348,,0.505,0.784,,0.064,420,,0.29,1225.0,,0.22,0.357,2019,,,
27.0,San Antonio Spurs*,82,19805,0.463,14.0,,0.636,0.256,0.176,0.1,0.104,0.364,,0.522,0.659,0.416,0.465,0.423,0.359,,0.503,0.829,,0.047,308,,0.258,1050.0,,0.196,0.401,2019,,,
28.0,Toronto Raptors*,82,19880,0.449,13.3,,0.652,0.287,0.171,0.107,0.087,0.348,,0.505,0.638,0.386,0.442,0.378,0.345,,0.514,0.872,,0.053,359,,0.271,1045.0,,0.243,0.362,2019,,,
29.0,Utah Jazz*,82,19755,0.452,13.1,,0.687,0.259,0.206,0.122,0.1,0.313,,0.496,0.64,0.406,0.407,0.418,0.355,,0.463,0.778,,0.051,333,,0.275,1021.0,,0.191,0.348,2019,,,
30.0,Washington Wizards,82,19930,0.48,13.5,,0.638,0.314,0.155,0.08,0.089,0.362,,0.542,0.7,0.367,0.386,0.429,0.37,,0.519,0.824,,0.066,452,,0.305,1276.0,,0.191,0.391,2019,,,
,League Average,82,19815,0.461,13.5,,0.641,0.292,0.162,0.096,0.092,0.359,,0.52,0.658,0.4,0.413,0.401,0.355,,0.513,0.823,,0.058,380,,0.278,1113.0,,0.214,0.383,2019,,,
1.0,Atlanta Hawks*,82,19830,0.432,12.6,,0.716,0.301,0.137,0.101,0.176,0.284,,0.469,0.581,0.405,0.37,0.383,0.338,,0.522,0.841,,0.043,273,,0.261,964.0,,0.252,0.377,2016,,,
2.0,Boston Celtics*,82,19780,0.441,12.3,,0.726,0.294,0.169,0.102,0.161,0.274,,0.481,0.618,0.378,0.387,0.396,0.336,,0.478,0.855,,0.035,227,,0.258,1031.0,,0.255,0.359,2016,,,
3.0,Brooklyn Nets,82,19755,0.479,12.3,,0.699,0.325,0.143,0.084,0.147,0.301,,0.526,0.649,0.434,0.396,0.418,0.369,,0.525,0.845,,0.064,412,,0.273,1108.0,,0.256,0.417,2016,,,
4.0,Chicago Bulls,82,19905,0.441,12.2,,0.743,0.303,0.158,0.107,0.175,0.257,,0.474,0.597,0.381,0.404,0.387,0.345,,0.503,0.845,,0.039,263,,0.275,1097.0,,0.226,0.397,2016,,,
5.0,Charlotte Hornets*,82,19855,0.444,13.0,,0.701,0.293,0.13,0.1,0.178,0.299,,0.485,0.607,0.362,0.415,0.414,0.349,,0.538,0.86,,0.042,272,,0.251,966.0,,0.252,0.37,2016,,,
6.0,Cleveland Cavaliers*,82,19855,0.448,12.4,,0.724,0.274,0.177,0.115,0.157,0.276,,0.487,0.633,0.4,0.41,0.385,0.347,,0.517,0.819,,0.046,283,,0.236,908.0,,0.239,0.38,2016,,,
7.0,Dallas Mavericks*,82,20005,0.451,13.0,,0.689,0.261,0.164,0.107,0.157,0.311,,0.5,0.649,0.4,0.427,0.407,0.342,,0.481,0.865,,0.044,284,,0.214,881.0,,0.269,0.333,2016,,,
8.0,Denver Nuggets,82,19830,0.461,12.6,,0.706,0.306,0.144,0.087,0.17,0.294,,0.498,0.62,0.418,0.396,0.398,0.371,,0.521,0.87,,0.051,311,,0.258,995.0,,0.272,0.365,2016,,,
9.0,Detroit Pistons*,82,19880,0.461,11.9,,0.757,0.288,0.178,0.127,0.164,0.243,,0.495,0.638,0.396,0.439,0.395,0.355,,0.489,0.837,,0.038,237,,0.253,1037.0,,0.2,0.4,2016,,,
10.0,Golden State Warriors*,82,19880,0.435,12.4,,0.737,0.277,0.177,0.118,0.164,0.263,,0.472,0.639,0.345,0.386,0.389,0.332,,0.52,0.773,,0.047,313,,0.232,978.0,,0.183,0.358,2016,,,
11.0,Houston Rockets*,82,19830,0.459,12.6,,0.684,0.298,0.156,0.091,0.14,0.316,,0.504,0.655,0.386,0.387,0.389,0.361,,0.561,0.835,,0.06,389,,0.252,1003.0,,0.306,0.389,2016,,,
12.0,Indiana Pacers*,82,19880,0.44,12.7,,0.708,0.291,0.145,0.103,0.168,0.292,,0.484,0.61,0.398,0.41,0.387,0.334,,0.475,0.845,,0.042,269,,0.263,1010.0,,0.259,0.364,2016,,,
13.0,Los Angeles Clippers*,82,19830,0.434,12.6,,0.725,0.278,0.164,0.108,0.175,0.275,,0.471,0.618,0.387,0.398,0.36,0.338,,0.512,0.814,,0.05,318,,0.24,910.0,,0.221,0.321,2016,,,
14.0,Los Angeles Lakers,82,19730,0.473,12.2,,0.713,0.314,0.145,0.103,0.151,0.287,,0.524,0.67,0.413,0.394,0.413,0.347,,0.549,0.83,,0.062,401,,0.254,1086.0,,0.236,0.352,2016,,,
15.0,Memphis Grizzlies*,82,19830,0.456,13.3,,0.662,0.29,0.137,0.088,0.147,0.338,,0.503,0.618,0.431,0.368,0.424,0.365,,0.53,0.819,,0.046,267,,0.247,895.0,,0.251,0.391,2016,,,
16.0,Miami Heat*,82,19830,0.442,12.1,,0.748,0.286,0.168,0.12,0.174,0.252,,0.474,0.596,0.406,0.407,0.383,0.347,,0.472,0.828,,0.043,264,,0.247,916.0,,0.261,0.379,2016,,,
17.0,Milwaukee Bucks,82,19830,0.454,12.4,,0.682,0.334,0.135,0.085,0.127,0.318,,0.502,0.609,0.395,0.434,0.378,0.352,,0.568,0.899,,0.053,323,,0.285,1074.0,,0.286,0.39,2016,,,
18.0,Minnesota Timberwolves,82,19880,0.471,12.4,,0.7,0.315,0.147,0.088,0.151,0.3,,0.52,0.66,0.394,0.418,0.409,0.355,,0.5,0.795,,0.059,386,,0.262,1073.0,,0.264,0.352,2016,,,
19.0,New Orleans Pelicans,82,19780,0.468,12.9,,0.703,0.288,0.145,0.108,0.163,0.297,,0.51,0.652,0.432,0.399,0.399,0.369,,0.516,0.83,,0.044,281,,0.252,1050.0,,0.203,0.396,2016,,,
20.0,New York Knicks,82,19805,0.443,12.0,,0.739,0.313,0.156,0.109,0.16,0.261,,0.479,0.588,0.389,0.423,0.391,0.341,,0.482,0.807,,0.047,297,,0.274,1015.0,,0.236,0.385,2016,,,
21.0,Oklahoma City Thunder*,82,19830,0.438,11.7,,0.729,0.32,0.164,0.102,0.143,0.271,,0.474,0.605,0.358,0.391,0.371,0.342,,0.496,0.802,,0.054,333,,0.271,1072.0,,0.243,0.382,2016,,,
22.0,Orlando Magic,82,19905,0.46,12.4,,0.702,0.317,0.141,0.102,0.142,0.298,,0.503,0.625,0.378,0.419,0.412,0.359,,0.52,0.874,,0.053,326,,0.266,1037.0,,0.265,0.363,2016,,,
23.0,Philadelphia 76ers,82,19805,0.464,11.9,,0.746,0.302,0.17,0.112,0.162,0.254,,0.5,0.636,0.386,0.422,0.42,0.359,,0.526,0.853,,0.051,330,,0.249,1007.0,,0.217,0.427,2016,,,
24.0,Phoenix Suns,82,19705,0.467,12.5,,0.703,0.294,0.158,0.089,0.161,0.297,,0.505,0.646,0.395,0.423,0.4,0.377,,0.49,0.831,,0.053,341,,0.245,976.0,,0.252,0.412,2016,,,
25.0,Portland Trail Blazers*,82,19805,0.453,12.6,,0.728,0.275,0.165,0.103,0.185,0.272,,0.484,0.587,0.434,0.384,0.429,0.371,,0.484,0.836,,0.037,227,,0.238,891.0,,0.233,0.36,2016,,,
26.0,Sacramento Kings,82,19805,0.462,13.3,,0.681,0.243,0.185,0.09,0.162,0.319,,0.508,0.678,0.409,0.418,0.416,0.366,,0.521,0.814,,0.056,354,,0.214,942.0,,0.276,0.367,2016,,,
27.0,San Antonio Spurs*,82,19705,0.436,12.1,,0.756,0.281,0.173,0.119,0.183,0.244,,0.47,0.59,0.405,0.395,0.396,0.331,,0.528,0.823,,0.048,296,,0.24,844.0,,0.254,0.33,2016,,,
28.0,Toronto Raptors*,82,19780,0.444,12.6,,0.714,0.272,0.183,0.097,0.162,0.286,,0.473,0.604,0.393,0.369,0.406,0.373,,0.507,0.874,,0.046,269,,0.243,894.0,,0.258,0.417,2016,,,
29.0,Utah Jazz,82,19955,0.446,12.3,,0.722,0.288,0.169,0.102,0.164,0.278,,0.48,0.611,0.377,0.426,0.388,0.357,,0.45,0.84,,0.055,321,,0.233,836.0,,0.268,0.398,2016,,,
30.0,Washington Wizards,82,19755,0.462,13.0,,0.711,0.275,0.151,0.108,0.176,0.289,,0.498,0.642,0.404,0.419,0.404,0.371,,0.513,0.807,,0.04,259,,0.237,962.0,,0.234,0.373,2016,,,
,League Average,82,19828,0.452,12.5,,0.715,0.293,0.158,0.103,0.162,0.285,,0.491,0.624,0.396,0.405,0.398,0.354,,0.51,0.836,,0.048,304,,0.251,982.0,,0.248,0.377,2016,,,
1.0,Atlanta Hawks*,82,19855,0.463,11.9,,0.79,0.35,0.113,0.093,0.233,0.21,,0.489,0.6,0.414,0.371,0.407,0.362,,0.531,0.865,,0.058,362,,0.271,999.0,,0.269,0.405,2008,,,
2.0,Boston Celtics*,82,19755,0.419,13.3,,0.758,0.266,0.137,0.117,0.237,0.242,,0.452,0.604,0.374,0.389,0.357,0.316,,0.516,0.862,,0.041,239,,0.216,763.0,,0.259,0.34,2008,,,
3.0,Charlotte Bobcats,82,19880,0.466,12.0,,0.782,0.336,0.117,0.106,0.223,0.218,,0.497,0.61,0.445,0.401,0.399,0.355,,0.511,0.884,,0.059,346,,0.26,966.0,,0.28,0.43,2008,,,
4.0,Chicago Bulls,82,19805,0.453,12.8,,0.769,0.315,0.087,0.119,0.248,0.231,,0.476,0.56,0.439,0.432,0.404,0.375,,0.529,0.907,,0.046,275,,0.249,833.0,,0.276,0.398,2008,,,
5.0,Cleveland Cavaliers*,82,19855,0.455,12.5,,0.78,0.314,0.12,0.12,0.227,0.22,,0.482,0.596,0.383,0.399,0.421,0.357,,0.527,0.866,,0.049,292,,0.25,873.0,,0.254,0.396,2008,,,
6.0,Dallas Mavericks*,82,19730,0.443,12.0,,0.822,0.3,0.149,0.13,0.243,0.178,,0.463,0.598,0.401,0.364,0.389,0.349,,0.484,0.831,,0.043,253,,0.243,874.0,,0.262,0.359,2008,,,
7.0,Denver Nuggets*,82,19855,0.457,12.7,,0.766,0.312,0.111,0.099,0.244,0.234,,0.485,0.604,0.387,0.401,0.411,0.363,,0.576,0.874,,0.056,379,,0.236,933.0,,0.297,0.384,2008,,,
8.0,Detroit Pistons*,82,19730,0.437,12.5,,0.802,0.327,0.093,0.115,0.268,0.198,,0.463,0.568,0.396,0.384,0.392,0.332,,0.531,0.814,,0.047,262,,0.26,844.0,,0.232,0.392,2008,,,
9.0,Golden State Warriors,82,19780,0.468,12.2,,0.778,0.302,0.161,0.108,0.206,0.222,,0.496,0.645,0.398,0.382,0.415,0.368,,0.531,0.885,,0.048,318,,0.234,990.0,,0.286,0.409,2008,,,
10.0,Houston Rockets*,82,19730,0.433,12.4,,0.82,0.288,0.134,0.131,0.266,0.18,,0.447,0.548,0.384,0.413,0.387,0.365,,0.491,0.831,,0.043,252,,0.226,743.0,,0.221,0.427,2008,,,
11.0,Indiana Pacers,82,19755,0.454,13.1,,0.77,0.257,0.149,0.122,0.241,0.23,,0.474,0.594,0.42,0.369,0.432,0.386,,0.515,0.891,,0.046,286,,0.216,816.0,,0.316,0.427,2008,,,
12.0,Los Angeles Clippers,82,19805,0.467,11.9,,0.791,0.337,0.126,0.109,0.22,0.209,,0.498,0.615,0.394,0.426,0.414,0.349,,0.535,0.881,,0.053,324,,0.259,977.0,,0.256,0.384,2008,,,
13.0,Los Angeles Lakers*,82,19780,0.445,12.2,,0.782,0.322,0.122,0.111,0.227,0.218,,0.469,0.573,0.388,0.377,0.408,0.362,,0.513,0.854,,0.049,314,,0.252,911.0,,0.254,0.386,2008,,,
14.0,Memphis Grizzlies,82,19805,0.48,12.6,,0.77,0.32,0.111,0.098,0.242,0.23,,0.514,0.645,0.425,0.43,0.416,0.364,,0.522,0.848,,0.054,351,,0.247,1044.0,,0.226,0.383,2008,,,
15.0,Miami Heat,82,19830,0.468,12.8,,0.769,0.289,0.124,0.117,0.239,0.231,,0.497,0.639,0.417,0.406,0.412,0.369,,0.539,0.875,,0.064,385,,0.212,771.0,,0.273,0.389,2008,,,
16.0,Milwaukee Bucks,82,19855,0.48,12.2,,0.767,0.341,0.103,0.114,0.209,0.233,,0.509,0.608,0.448,0.395,0.438,0.384,,0.551,0.854,,0.061,360,,0.261,951.0,,0.273,0.439,2008,,,
17.0,Minnesota Timberwolves,82,19730,0.472,12.8,,0.766,0.304,0.113,0.101,0.247,0.234,,0.507,0.654,0.385,0.393,0.428,0.357,,0.571,0.854,,0.058,349,,0.229,884.0,,0.255,0.382,2008,,,
18.0,New Jersey Nets,82,19830,0.456,12.6,,0.779,0.314,0.109,0.104,0.252,0.221,,0.48,0.577,0.425,0.406,0.414,0.369,,0.554,0.85,,0.05,299,,0.249,850.0,,0.271,0.418,2008,,,
19.0,New Orleans Hornets*,82,19805,0.46,12.9,,0.765,0.306,0.1,0.107,0.252,0.235,,0.494,0.622,0.415,0.379,0.417,0.351,,0.527,0.855,,0.044,263,,0.246,938.0,,0.238,0.42,2008,,,
20.0,New York Knicks,82,19880,0.474,12.8,,0.763,0.302,0.115,0.11,0.236,0.237,,0.507,0.625,0.466,0.408,0.424,0.369,,0.487,0.864,,0.047,297,,0.238,918.0,,0.266,0.366,2008,,,
21.0,Orlando Magic*,82,19780,0.446,13.0,,0.79,0.281,0.115,0.134,0.26,0.21,,0.469,0.601,0.385,0.369,0.416,0.358,,0.512,0.899,,0.039,246,,0.222,858.0,,0.232,0.403,2008,,,
22.0,Philadelphia 76ers*,82,19755,0.461,12.0,,0.762,0.347,0.111,0.105,0.198,0.238,,0.493,0.59,0.433,0.366,0.424,0.36,,0.574,0.898,,0.053,316,,0.276,949.0,,0.274,0.368,2008,,,
23.0,Phoenix Suns*,82,19780,0.456,12.0,,0.82,0.307,0.146,0.125,0.242,0.18,,0.479,0.6,0.38,0.415,0.418,0.353,,0.43,0.765,,0.051,328,,0.24,976.0,,0.193,0.424,2008,,,
24.0,Portland Trail Blazers,82,19905,0.451,12.3,,0.773,0.313,0.132,0.106,0.222,0.227,,0.479,0.603,0.436,0.354,0.388,0.356,,0.508,0.882,,0.058,342,,0.235,845.0,,0.276,0.385,2008,,,
25.0,Sacramento Kings,82,19830,0.466,12.6,,0.762,0.293,0.146,0.101,0.221,0.238,,0.495,0.63,0.433,0.394,0.403,0.373,,0.533,0.879,,0.048,306,,0.225,883.0,,0.3,0.4,2008,,,
26.0,San Antonio Spurs*,82,19730,0.444,12.6,,0.809,0.271,0.151,0.136,0.251,0.191,,0.468,0.598,0.4,0.414,0.399,0.342,,0.473,0.805,,0.04,237,,0.221,781.0,,0.249,0.348,2008,,,
27.0,Seattle SuperSonics,82,19830,0.461,12.0,,0.779,0.314,0.144,0.115,0.206,0.221,,0.482,0.606,0.389,0.388,0.412,0.385,,0.539,0.908,,0.051,336,,0.241,942.0,,0.271,0.386,2008,,,
28.0,Toronto Raptors*,82,19830,0.458,13.1,,0.744,0.303,0.113,0.098,0.23,0.256,,0.489,0.607,0.43,0.391,0.404,0.368,,0.523,0.887,,0.051,302,,0.235,859.0,,0.28,0.382,2008,,,
29.0,Utah Jazz*,82,19705,0.461,12.4,,0.774,0.321,0.123,0.098,0.233,0.226,,0.491,0.622,0.418,0.35,0.409,0.357,,0.497,0.874,,0.052,304,,0.247,881.0,,0.264,0.396,2008,,,
30.0,Washington Wizards*,82,19905,0.461,13.3,,0.73,0.282,0.128,0.094,0.225,0.27,,0.489,0.654,0.372,0.35,0.406,0.386,,0.579,0.889,,0.053,338,,0.218,821.0,,0.272,0.428,2008,,,
,League Average,82,19803,0.457,12.5,,0.778,0.308,0.124,0.111,0.235,0.222,,0.484,0.607,0.408,0.391,0.409,0.362,,0.523,0.867,,0.051,309,,0.24,889.0,,0.264,0.395,2008,,,
1.0,Atlanta Hawks*,82,19830,0.462,13.0,,0.738,0.289,0.148,0.099,0.202,0.262,,0.497,0.629,0.419,0.402,0.411,0.365,,0.533,0.859,,0.044,279,,0.235,927.0,,0.258,0.418,2014,,,
2.0,Boston Celtics,82,19730,0.465,12.1,,0.767,0.317,0.164,0.106,0.18,0.233,,0.5,0.638,0.398,0.434,0.39,0.347,,0.534,0.826,,0.051,315,,0.254,983.0,,0.23,0.356,2014,,,
3.0,Brooklyn Nets*,82,19880,0.458,13.0,,0.723,0.293,0.165,0.087,0.177,0.277,,0.492,0.626,0.41,0.401,0.393,0.367,,0.513,0.808,,0.049,293,,0.238,913.0,,0.241,0.387,2014,,,
4.0,Charlotte Bobcats*,82,19905,0.442,13.1,,0.737,0.281,0.16,0.104,0.192,0.263,,0.468,0.598,0.356,0.429,0.392,0.369,,0.492,0.839,,0.034,211,,0.236,903.0,,0.218,0.374,2014,,,
5.0,Chicago Bulls*,82,19930,0.43,13.1,,0.77,0.271,0.155,0.119,0.226,0.23,,0.454,0.6,0.362,0.409,0.366,0.351,,0.497,0.829,,0.038,240,,0.228,821.0,,0.206,0.378,2014,,,
6.0,Cleveland Cavaliers,82,19930,0.452,13.7,,0.696,0.266,0.147,0.107,0.176,0.304,,0.49,0.65,0.395,0.384,0.391,0.367,,0.59,0.863,,0.045,283,,0.206,855.0,,0.257,0.404,2014,,,
7.0,Dallas Mavericks*,82,19830,0.464,12.9,,0.717,0.293,0.167,0.095,0.163,0.283,,0.505,0.669,0.386,0.4,0.395,0.359,,0.512,0.841,,0.056,350,,0.224,900.0,,0.279,0.365,2014,,,
8.0,Denver Nuggets,82,19755,0.457,12.4,,0.757,0.296,0.175,0.114,0.172,0.243,,0.491,0.633,0.385,0.42,0.402,0.351,,0.509,0.833,,0.052,341,,0.23,937.0,,0.263,0.407,2014,,,
9.0,Detroit Pistons,82,19780,0.47,12.6,,0.726,0.313,0.159,0.084,0.169,0.274,,0.51,0.652,0.37,0.391,0.438,0.365,,0.56,0.859,,0.053,335,,0.249,1015.0,,0.26,0.395,2014,,,
10.0,Golden State Warriors*,82,19830,0.436,13.1,,0.761,0.248,0.188,0.127,0.198,0.239,,0.465,0.641,0.358,0.399,0.391,0.344,,0.49,0.847,,0.038,239,,0.2,818.0,,0.206,0.396,2014,,,
11.0,Houston Rockets*,82,19830,0.443,12.9,,0.738,0.265,0.19,0.103,0.18,0.262,,0.475,0.649,0.371,0.398,0.373,0.353,,0.511,0.793,,0.046,313,,0.225,944.0,,0.259,0.348,2014,,,
12.0,Indiana Pacers*,82,19780,0.42,13.0,,0.77,0.257,0.169,0.13,0.213,0.23,,0.443,0.558,0.356,0.391,0.403,0.345,,0.471,0.812,,0.042,258,,0.211,725.0,,0.204,0.37,2014,,,
13.0,Los Angeles Clippers*,82,19755,0.441,12.6,,0.743,0.278,0.191,0.115,0.159,0.257,,0.479,0.648,0.397,0.358,0.368,0.332,,0.571,0.83,,0.054,345,,0.216,913.0,,0.243,0.384,2014,,,
14.0,Los Angeles Lakers,82,19705,0.468,12.5,,0.749,0.304,0.17,0.103,0.172,0.251,,0.504,0.646,0.428,0.397,0.392,0.361,,0.554,0.862,,0.059,400,,0.244,1084.0,,0.271,0.351,2014,,,
15.0,Memphis Grizzlies*,82,19805,0.45,13.2,,0.734,0.274,0.164,0.108,0.187,0.266,,0.484,0.625,0.386,0.405,0.409,0.355,,0.489,0.813,,0.043,260,,0.217,823.0,,0.239,0.37,2014,,,
16.0,Miami Heat*,82,19880,0.457,13.0,,0.704,0.297,0.161,0.094,0.152,0.296,,0.497,0.63,0.427,0.412,0.366,0.362,,0.51,0.853,,0.055,335,,0.23,831.0,,0.283,0.404,2014,,,
17.0,Milwaukee Bucks,82,19880,0.468,12.6,,0.728,0.316,0.148,0.103,0.162,0.272,,0.5,0.623,0.395,0.423,0.406,0.382,,0.521,0.855,,0.052,308,,0.237,928.0,,0.274,0.409,2014,,,
18.0,Minnesota Timberwolves,82,19855,0.471,12.8,,0.742,0.294,0.16,0.103,0.184,0.258,,0.508,0.674,0.401,0.398,0.399,0.364,,0.506,0.799,,0.052,338,,0.224,996.0,,0.264,0.385,2014,,,
19.0,New Orleans Pelicans,82,19855,0.465,12.6,,0.722,0.31,0.161,0.103,0.147,0.278,,0.507,0.663,0.376,0.42,0.384,0.357,,0.53,0.876,,0.055,335,,0.248,986.0,,0.27,0.426,2014,,,
20.0,New York Knicks,82,19855,0.458,13.0,,0.7,0.305,0.15,0.086,0.159,0.3,,0.496,0.64,0.355,0.395,0.406,0.371,,0.469,0.806,,0.047,276,,0.244,921.0,,0.25,0.393,2014,,,
21.0,Oklahoma City Thunder*,82,19805,0.436,12.9,,0.712,0.295,0.161,0.096,0.159,0.288,,0.468,0.591,0.359,0.412,0.383,0.358,,0.526,0.833,,0.051,305,,0.229,834.0,,0.242,0.375,2014,,,
22.0,Orlando Magic,82,19955,0.456,13.4,,0.741,0.271,0.143,0.106,0.221,0.259,,0.485,0.639,0.39,0.396,0.402,0.371,,0.516,0.874,,0.043,261,,0.214,881.0,,0.234,0.404,2014,,,
23.0,Philadelphia 76ers,82,19855,0.471,13.1,,0.714,0.302,0.14,0.099,0.172,0.286,,0.511,0.669,0.375,0.404,0.407,0.37,,0.581,0.899,,0.054,356,,0.235,989.0,,0.274,0.4,2014,,,
24.0,Phoenix Suns,82,19755,0.456,12.2,,0.761,0.3,0.189,0.099,0.173,0.239,,0.492,0.639,0.392,0.42,0.387,0.341,,0.478,0.79,,0.046,290,,0.236,968.0,,0.238,0.362,2014,,,
25.0,Portland Trail Blazers*,82,19855,0.451,12.0,,0.791,0.299,0.187,0.109,0.195,0.209,,0.476,0.596,0.385,0.416,0.414,0.355,,0.464,0.781,,0.043,288,,0.244,952.0,,0.199,0.395,2014,,,
26.0,Sacramento Kings,82,19830,0.461,13.3,,0.728,0.236,0.21,0.099,0.183,0.272,,0.491,0.696,0.416,0.352,0.388,0.38,,0.558,0.838,,0.051,313,,0.2,873.0,,0.255,0.403,2014,,,
27.0,San Antonio Spurs*,82,19755,0.444,12.4,,0.785,0.27,0.19,0.127,0.197,0.215,,0.469,0.611,0.392,0.394,0.396,0.353,,0.48,0.826,,0.044,271,,0.218,844.0,,0.233,0.375,2014,,,
28.0,Toronto Raptors*,82,19955,0.45,12.2,,0.76,0.28,0.21,0.1,0.17,0.24,,0.478,0.629,0.406,0.377,0.38,0.36,,0.522,0.833,,0.049,286,,0.239,896.0,,0.26,0.409,2014,,,
29.0,Utah Jazz,82,19780,0.473,12.2,,0.76,0.299,0.187,0.094,0.18,0.24,,0.503,0.659,0.402,0.42,0.391,0.376,,0.506,0.84,,0.056,338,,0.23,926.0,,0.236,0.431,2014,,,
30.0,Washington Wizards*,82,20055,0.458,13.1,,0.734,0.273,0.171,0.112,0.179,0.266,,0.498,0.648,0.432,0.384,0.405,0.347,,0.54,0.84,,0.043,273,,0.223,873.0,,0.243,0.402,2014,,,
,League Average,82,19840,0.454,12.8,,0.741,0.286,0.169,0.105,0.18,0.259,,0.488,0.636,0.39,0.401,0.395,0.36,,0.518,0.837,,0.048,301,,0.229,909.0,,0.248,0.39,2014,,,
1.0,Atlanta Hawks,82,19780,0.459,11.7,,0.801,0.306,0.145,0.164,0.186,0.199,,0.485,0.635,0.36,0.392,0.418,0.355,,0.555,0.886,,0.056,351,,0.225,856.0,,0.25,0.407,2002,,,
2.0,Boston Celtics*,82,19830,0.425,13.8,,0.77,0.239,0.111,0.15,0.27,0.23,,0.45,0.621,0.341,0.368,0.391,0.34,,0.592,0.877,,0.032,199,,0.191,689.0,,0.226,0.371,2002,,,
3.0,Charlotte Hornets*,82,19755,0.432,11.6,,0.825,0.331,0.118,0.14,0.235,0.175,,0.444,0.534,0.379,0.357,0.403,0.375,,0.524,0.861,,0.042,242,,0.258,821.0,,0.234,0.421,2002,,,
4.0,Chicago Bulls,82,19805,0.465,12.3,,0.819,0.299,0.106,0.154,0.26,0.181,,0.488,0.609,0.406,0.408,0.43,0.358,,0.647,0.905,,0.054,326,,0.221,788.0,,0.246,0.388,2002,,,
5.0,Cleveland Cavaliers,82,19855,0.457,11.7,,0.82,0.301,0.157,0.149,0.214,0.18,,0.471,0.591,0.39,0.392,0.416,0.394,,0.608,0.89,,0.051,297,,0.224,809.0,,0.275,0.397,2002,,,
6.0,Dallas Mavericks*,82,19880,0.452,11.4,,0.811,0.336,0.134,0.131,0.21,0.189,,0.475,0.599,0.381,0.416,0.375,0.35,,0.562,0.841,,0.058,364,,0.261,944.0,,0.258,0.335,2002,,,
7.0,Denver Nuggets,82,19805,0.459,11.7,,0.821,0.303,0.171,0.107,0.24,0.179,,0.481,0.614,0.408,0.384,0.409,0.361,,0.621,0.863,,0.056,328,,0.218,797.0,,0.241,0.417,2002,,,
8.0,Detroit Pistons*,82,19680,0.447,11.7,,0.848,0.306,0.119,0.176,0.248,0.152,,0.462,0.58,0.398,0.39,0.4,0.362,,0.526,0.805,,0.047,268,,0.236,807.0,,0.199,0.414,2002,,,
9.0,Golden State Warriors,82,19780,0.459,11.3,,0.834,0.29,0.199,0.135,0.21,0.166,,0.482,0.692,0.318,0.413,0.39,0.348,,0.591,0.849,,0.061,390,,0.207,916.0,,0.234,0.419,2002,,,
